epoch,accuracy,loss,val_accuracy,val_loss
0,0.4082784950733185,2.208197832107544,0.2608163356781006,2.404656171798706
1,0.49679747223854065,1.8482215404510498,0.2961224615573883,2.8146321773529053
2,0.5293417572975159,1.6640652418136597,0.30479592084884644,2.6284420490264893
3,0.5544683337211609,1.5100131034851074,0.35132652521133423,2.1886403560638428
4,0.5760886073112488,1.3803995847702026,0.3546938896179199,3.1847827434539795
5,0.6011645793914795,1.2532455921173096,0.3982653021812439,2.1547181606292725
6,0.6230885982513428,1.1414971351623535,0.3807142972946167,2.129633665084839
7,0.6471518874168396,1.051148533821106,0.3341836631298065,2.806351900100708
8,0.6660126447677612,0.9661277532577515,0.3308163285255432,2.737548828125
9,0.6825189590454102,0.8977551460266113,0.3707142770290375,2.8568406105041504
10,0.6980379819869995,0.8293504118919373,0.4197959303855896,2.3581621646881104
11,0.7104430198669434,0.7771902084350586,0.3624489903450012,3.11189603805542
12,0.7210885882377625,0.7396154999732971,0.3865306079387665,3.194605827331543
13,0.7294177412986755,0.7043419480323792,0.3918367326259613,2.8784101009368896
14,0.7380759716033936,0.6633689403533936,0.3689796030521393,3.5525107383728027
15,0.7429367303848267,0.6428976655006409,0.41734692454338074,2.985856294631958
16,0.7480252981185913,0.6146397590637207,0.4038775563240051,2.919213056564331
17,0.7490000128746033,0.6071935296058655,0.3446938693523407,3.7776005268096924
18,0.7538861036300659,0.5886455774307251,0.4328571557998657,3.451913595199585
19,0.7555569410324097,0.5805569887161255,0.4057142734527588,3.5595033168792725
20,0.7576582431793213,0.5736783742904663,0.4086734652519226,3.450711488723755
21,0.7621645331382751,0.551906168460846,0.4241836667060852,3.4274868965148926
22,0.7647721767425537,0.5363714694976807,0.38163265585899353,3.642343282699585
23,0.7669620513916016,0.5280903577804565,0.4268367290496826,3.317638397216797
24,0.7678607702255249,0.5250909924507141,0.40377551317214966,3.44484543800354
25,0.7697468400001526,0.5169335007667542,0.43724489212036133,3.277801275253296
26,0.7724683284759521,0.5051695108413696,0.3837755024433136,3.3703408241271973
27,0.7653417587280273,0.5330027937889099,0.4373469352722168,3.2906887531280518
28,0.7706835269927979,0.5140645503997803,0.40377551317214966,3.206462860107422
29,0.7730886340141296,0.5054333209991455,0.37510204315185547,4.300838470458984
